Esforço PF;Ano;Data Assinatura Anexo 4/5 Prest. Serv.;Data de Aprovação do Titular;Mês
10;2018;;20/11/2018;01/11/18
30;2018;;20/12/2018;01/12/18
114,75;2018;10/08/2020;02/12/2018;01/12/18
54;2018;;15/11/2018;01/11/18
193,19;2018;;18/11/2018;01/11/18
313,47;2018;;15/11/2018;01/11/18
78,37;2018;;18/11/2018;01/11/18
499;2018;;11/12/2018;01/12/18
12;2019;12/03/2019;06/01/2019;01/01/19
3,75;2018;19/12/2019;18/11/2018;01/11/18
5,25;2018;16/12/2019;18/11/2018;01/11/18
7,8;2018;16/12/2019;18/11/2018;01/11/18
62,57;2018;;18/11/2018;01/11/18
0,3;2018;06/02/2019;19/11/2018;01/11/18
17,36;2018;24/09/2019;19/11/2018;01/11/18
29,81;2018;;19/11/2018;01/11/18
5,36;2018;;19/11/2018;01/11/18
7;2018;17/08/2020;09/12/2018;01/12/18
23,25;2018;10/12/2019;11/12/2018;01/12/18
81,2;2018;;19/11/2018;01/11/18
101,5;2018;18/08/2020;19/11/2018;01/11/18
49,95;2018;28/02/2019;20/11/2018;01/11/18
153,79;2018;18/01/2019;21/11/2018;01/11/18
10;2018;;20/11/2018;01/11/18
12;2018;28/11/2018;21/11/2018;01/11/18
499,17;2018;;04/12/2018;01/12/18
5;2018;18/04/2019;20/11/2018;01/11/18
102,87;2018;;04/12/2018;01/12/18
17,25;2019;25/01/2019;02/01/2019;01/01/19
79,31;2018;;25/11/2018;01/11/18
5;2018;20/03/2019;26/11/2018;01/11/18
561,7;2018;;09/12/2018;01/12/18
8;2018;28/12/2018;26/11/2018;01/11/18
14;2018;18/05/2020;12/12/2018;01/12/18
208,53;2018;;27/11/2018;01/11/18
9;2018;13/05/2019;27/11/2018;01/11/18
4;2018;04/12/2018;27/11/2018;01/11/18
3,45;2018;13/02/2020;05/12/2018;01/12/18
475,88;2018;;27/11/2018;01/11/18
19,24;2018;;27/11/2018;01/11/18
163,1;2018;;27/11/2018;01/11/18
500;2018;;28/11/2018;01/11/18
497,16;2018;;04/12/2018;01/12/18
6;2018;14/12/2018;05/12/2018;01/12/18
350,19;2018;;28/11/2018;01/11/18
137,2;2018;10/12/2019;28/11/2018;01/11/18
66,93;2018;07/08/2020;02/12/2018;01/12/18
162,5;2018;;29/11/2018;01/11/18
30;2018;;20/12/2018;01/12/18
184,75;2018;03/01/2020;20/12/2018;01/12/18
13;2018;23/05/2019;02/12/2018;01/12/18
5,25;2019;27/02/2019;01/01/2019;01/01/19
460,5;2018;;05/12/2018;01/12/18
61,5;2018;08/01/2021;03/12/2018;01/12/18
248,04;2018;25/12/2019;12/12/2018;01/12/18
26,1;2018;26/05/2020;03/12/2018;01/12/18
590,58;2018;17/12/2019;03/12/2018;01/12/18
58;2018;22/10/2020;03/12/2018;01/12/18
24,2;2018;;04/12/2018;01/12/18
11;2018;;09/12/2018;01/12/18
28,59;2018;23/10/2019;18/12/2018;01/12/18
4,5;2018;15/02/2019;04/12/2018;01/12/18
12;2018;05/03/2020;04/12/2018;01/12/18
28,5;2018;26/04/2019;10/12/2018;01/12/18
58,5;2018;14/08/2020;05/12/2018;01/12/18
464,04;2018;05/04/2019;05/12/2018;01/12/18
30;2018;;25/12/2018;01/12/18
270;2018;;11/12/2018;01/12/18
16,2;2018;23/07/2020;17/12/2018;01/12/18
376;2018;;20/12/2018;01/12/18
64,67;2018;;17/12/2018;01/12/18
37;2018;13/03/2020;16/12/2018;01/12/18
30;2018;;10/12/2018;01/12/18
30;2018;;10/12/2018;01/12/18
100;2018;;11/12/2018;01/12/18
30;2018;;19/12/2018;01/12/18
171,97;2018;12/11/2019;20/12/2018;01/12/18
300;2018;;11/12/2018;01/12/18
100;2018;;11/12/2018;01/12/18
32,4;2018;;12/12/2018;01/12/18
38,25;2018;05/03/2020;12/12/2018;01/12/18
5,25;2018;15/02/2019;12/12/2018;01/12/18
73,58;2018;;12/12/2018;01/12/18
5,25;2018;29/01/2019;13/12/2018;01/12/18
91,95;2018;12/03/2021;13/12/2018;01/12/18
28,75;2018;03/06/2019;16/12/2018;01/12/18
30;2018;;17/12/2018;01/12/18
3;2018;;17/12/2018;01/12/18
7,25;2018;12/02/2019;17/12/2018;01/12/18
29,5;2018;22/05/2019;18/12/2018;01/12/18
9,6;2018;13/02/2019;18/12/2018;01/12/18
26;2018;11/12/2020;30/12/2018;01/12/18
9,59;2018;04/08/2020;18/12/2018;01/12/18
15,3;2019;14/10/2020;01/01/2019;01/01/19
28,05;2018;01/07/2020;18/12/2018;01/12/18
402,82;2018;15/12/2020;19/12/2018;01/12/18
500;2018;;19/12/2018;01/12/18
15;2018;28/05/2019;19/12/2018;01/12/18
30;2018;;19/12/2018;01/12/18
4,5;2018;;20/12/2018;01/12/18
19,5;2018;05/03/2020;20/12/2018;01/12/18
499,25;2018;17/04/2020;25/12/2018;01/12/18
45,9;2019;04/11/2020;08/01/2019;01/01/19
30;2018;;26/12/2018;01/12/18
31,79;2019;;03/01/2019;01/01/19
73,3;2019;23/09/2019;03/01/2019;01/01/19
3,75;2019;17/12/2019;07/01/2019;01/01/19
38,78;2019;;08/01/2019;01/01/19
62,18;2019;;08/01/2019;01/01/19
69,23;2019;;08/01/2019;01/01/19
118,5;2019;;21/01/2019;01/01/19
33,41;2019;;15/01/2019;01/01/19
30;2019;;09/01/2019;01/01/19
5,4;2019;10/02/2021;09/01/2019;01/01/19
13,2;2019;;15/01/2019;01/01/19
4,5;2019;29/04/2019;13/01/2019;01/01/19
16,1;2019;20/02/2019;31/01/2019;01/01/19
39,75;2019;;27/01/2019;01/01/19
32,4;2019;26/03/2019;14/01/2019;01/01/19
217,88;2019;08/08/2019;13/03/2019;01/03/19
44,45;2019;14/08/2019;14/01/2019;01/01/19
16,8;2019;;24/01/2019;01/01/19
100;2019;;10/01/2019;01/01/19
3;2019;16/04/2019;10/01/2019;01/01/19
14,4;2019;12/02/2019;10/01/2019;01/01/19
10,5;2019;04/06/2020;13/01/2019;01/01/19
12,9;2019;09/11/2020;10/01/2019;01/01/19
6;2019;;10/01/2019;01/01/19
44,55;2019;30/04/2020;23/01/2019;01/01/19
6;2019;05/09/2019;10/01/2019;01/01/19
42,06;2019;10/04/2019;10/01/2019;01/01/19
39,71;2019;15/02/2019;10/01/2019;01/01/19
169,83;2019;31/01/2019;15/01/2019;01/01/19
0,3;2019;04/02/2020;15/01/2019;01/01/19
50,23;2019;11/10/2019;10/01/2019;01/01/19
47,25;2019;02/05/2019;16/01/2019;01/01/19
103,95;2019;;14/01/2019;01/01/19
16;2019;30/05/2019;21/01/2019;01/01/19
7,75;2019;08/07/2019;16/01/2019;01/01/19
29,86;2019;28/06/2019;15/01/2019;01/01/19
15,19;2019;;07/02/2019;01/02/19
154,91;2019;;16/01/2019;01/01/19
142,95;2019;15/04/2019;17/01/2019;01/01/19
31,5;2019;18/05/2020;20/01/2019;01/01/19
9,2;2019;01/03/2019;15/01/2019;01/01/19
8,25;2019;;10/02/2019;01/02/19
49,95;2019;;27/01/2019;01/01/19
13,5;2019;31/07/2019;22/01/2019;01/01/19
31;2019;;06/02/2019;01/02/19
44,6;2019;10/04/2019;15/01/2019;01/01/19
67,5;2019;;11/02/2019;01/02/19
90,85;2019;12/01/2021;19/02/2019;01/02/19
4;2019;28/10/2019;19/02/2019;01/02/19
6,48;2019;;17/01/2019;01/01/19
27;2019;29/08/2019;21/01/2019;01/01/19
23,5;2019;16/05/2019;15/01/2019;01/01/19
42,66;2019;;17/01/2019;01/01/19
230;2019;;22/01/2019;01/01/19
15;2019;;17/01/2019;01/01/19
19;2019;07/07/2019;16/01/2019;01/01/19
4;2019;11/02/2019;20/01/2019;01/01/19
22,95;2019;26/02/2019;17/01/2019;01/01/19
6;2019;09/03/2020;22/01/2019;01/01/19
52,5;2019;13/08/2019;24/01/2019;01/01/19
27,14;2019;10/08/2020;18/03/2019;01/03/19
21;2019;09/08/2019;22/01/2019;01/01/19
255,15;2019;;17/01/2019;01/01/19
53,75;2019;14/05/2020;20/01/2019;01/01/19
12;2019;14/06/2019;17/01/2019;01/01/19
7;2019;;20/01/2019;01/01/19
23;2019;04/02/2020;27/02/2019;01/02/19
66,75;2019;07/12/2020;18/03/2019;01/03/19
42,75;2019;;24/01/2019;01/01/19
16,5;2019;;21/01/2019;01/01/19
41,81;2019;06/08/2019;23/01/2019;01/01/19
26,85;2019;10/03/2020;20/01/2019;01/01/19
13,21;2019;;23/01/2019;01/01/19
57,25;2019;;27/01/2019;01/01/19
13,5;2019;29/07/2020;04/02/2019;01/02/19
72,2;2019;;22/01/2019;01/01/19
12,75;2019;06/05/2019;24/01/2019;01/01/19
12,15;2019;;21/01/2019;01/01/19
25,11;2019;17/09/2019;21/01/2019;01/01/19
41,23;2019;;15/10/2019;01/10/19
14,18;2019;;21/01/2019;01/01/19
24,3;2019;;24/01/2019;01/01/19
12,75;2019;04/06/2019;13/02/2019;01/02/19
0,3;2019;12/08/2019;27/01/2019;01/01/19
19,48;2019;;28/01/2019;01/01/19
20;2019;;29/01/2019;01/01/19
115,16;2019;15/08/2019;28/01/2019;01/01/19
3;2019;22/03/2019;27/01/2019;01/01/19
75,6;2019;;27/01/2019;01/01/19
37,35;2019;08/03/2021;27/01/2019;01/01/19
123,38;2019;11/05/2020;27/01/2019;01/01/19
6;2019;;28/01/2019;01/01/19
60,03;2019;04/06/2019;28/01/2019;01/01/19
38,25;2019;25/05/2020;22/02/2019;01/02/19
12;2019;26/03/2019;25/01/2019;01/01/19
15,8;2019;03/06/2019;29/01/2019;01/01/19
10,5;2019;13/06/2019;24/01/2019;01/01/19
6,48;2019;;24/01/2019;01/01/19
279,19;2019;19/02/2021;28/01/2019;01/01/19
5,8;2019;12/04/2019;27/01/2019;01/01/19
171,18;2019;;28/01/2019;01/01/19
67,23;2019;;28/01/2019;01/01/19
20,89;2019;02/10/2020;07/02/2019;01/02/19
6;2019;20/03/2019;27/01/2019;01/01/19
12;2019;27/03/2019;30/01/2019;01/01/19
264;2019;06/05/2020;31/01/2019;01/01/19
34,86;2019;10/03/2020;06/02/2019;01/02/19
5;2019;18/03/2020;28/03/2019;01/03/19
75,09;2019;01/02/2021;28/01/2019;01/01/19
167,97;2019;06/11/2020;28/01/2019;01/01/19
51,13;2019;04/09/2019;26/02/2019;01/02/19
10;2019;;29/01/2019;01/01/19
45;2019;;31/01/2019;01/01/19
173,4;2019;27/02/2020;28/01/2019;01/01/19
40;2019;;07/02/2019;01/02/19
76,65;2019;11/10/2019;12/02/2019;01/02/19
38,3;2019;10/06/2019;10/02/2019;01/02/19
12,25;2019;;14/11/2019;01/11/19
141,75;2019;;05/02/2019;01/02/19
12,25;2019;09/10/2019;30/01/2019;01/01/19
231,65;2019;;31/01/2019;01/01/19
17,6;2019;19/05/2020;05/02/2019;01/02/19
12;2019;01/04/2019;01/02/2019;01/02/19
45;2019;;31/01/2019;01/01/19
11,5;2019;10/01/2020;03/02/2019;01/02/19
30;2019;;03/02/2019;01/02/19
12,5;2019;09/04/2020;05/02/2019;01/02/19
25,75;2019;31/03/2020;31/01/2019;01/01/19
34,75;2019;09/09/2019;07/02/2019;01/02/19
9,25;2019;09/03/2020;15/03/2019;01/03/19
56,75;2019;06/03/2020;05/02/2019;01/02/19
1,2;2019;03/05/2019;04/02/2019;01/02/19
152,5;2019;24/09/2020;07/03/2019;01/03/19
139,75;2019;;10/02/2019;01/02/19
14;2019;14/02/2019;10/02/2019;01/02/19
4,5;2019;08/01/2020;05/02/2019;01/02/19
6;2019;;07/02/2019;01/02/19
27,6;2019;03/07/2019;05/02/2019;01/02/19
6,08;2019;23/11/2019;05/02/2019;01/02/19
4,5;2019;23/05/2019;10/02/2019;01/02/19
19,89;2019;27/03/2019;06/02/2019;01/02/19
5,4;2019;;06/02/2019;01/02/19
9,25;2019;26/02/2020;11/02/2019;01/02/19
38,32;2019;25/08/2020;13/02/2019;01/02/19
10,5;2019;;07/02/2019;01/02/19
16,2;2019;;12/02/2019;01/02/19
6;2019;04/05/2020;10/02/2019;01/02/19
19;2019;02/07/2019;11/02/2019;01/02/19
39;2019;;07/02/2019;01/02/19
21;2019;07/04/2021;07/02/2019;01/02/19
62,5;2019;27/11/2019;12/02/2019;01/02/19
26;2019;;11/02/2019;01/02/19
54;2019;19/10/2020;10/02/2019;01/02/19
67,5;2019;;10/02/2019;01/02/19
31,07;2019;06/08/2020;18/03/2019;01/03/19
83,99;2019;09/08/2020;12/04/2019;01/04/19
10;2019;10/07/2019;20/03/2019;01/03/19
3,6;2019;22/12/2020;26/02/2019;01/02/19
42;2019;18/06/2019;22/02/2019;01/02/19
618;2019;;13/02/2019;01/02/19
158,45;2019;30/04/2020;14/02/2019;01/02/19
5,8;2019;02/02/2021;28/02/2019;01/02/19
162;2019;;13/02/2019;01/02/19
409,64;2019;;13/02/2019;01/02/19
23,36;2019;;14/02/2019;01/02/19
17,18;2019;19/03/2019;18/02/2019;01/02/19
30;2019;;08/05/2019;01/05/19
56;2019;;19/02/2019;01/02/19
70,4;2019;01/08/2019;26/02/2019;01/02/19
4;2019;12/07/2019;11/02/2019;01/02/19
52;2019;;11/02/2019;01/02/19
52,2;2019;16/03/2020;13/02/2019;01/02/19
3;2019;30/05/2019;14/02/2019;01/02/19
83,5;2019;24/06/2020;26/02/2019;01/02/19
375,38;2019;;14/02/2019;01/02/19
3;2019;25/03/2021;12/02/2019;01/02/19
35,25;2019;;12/02/2019;01/02/19
9,75;2019;22/05/2019;12/02/2019;01/02/19
20;2019;;12/02/2019;01/02/19
14,25;2019;;18/02/2019;01/02/19
18;2019;;18/02/2019;01/02/19
54;2019;;26/02/2019;01/02/19
239,7;2019;;14/02/2019;01/02/19
3;2019;14/10/2019;14/03/2019;01/03/19
17,89;2019;;04/04/2019;01/04/19
241,99;2019;;21/02/2019;01/02/19
42,7;2019;08/11/2019;25/02/2019;01/02/19
12;2019;;21/02/2019;01/02/19
43,3;2019;17/02/2020;22/02/2019;01/02/19
85,5;2019;;22/02/2019;01/02/19
5,4;2019;;03/09/2019;01/09/19
14,25;2019;;19/02/2019;01/02/19
0,4;2019;17/06/2019;19/02/2019;01/02/19
92;2019;;12/03/2019;01/03/19
13,5;2019;;20/02/2019;01/02/19
81;2019;;07/03/2019;01/03/19
128,59;2019;;26/02/2019;01/02/19
31;2019;;26/02/2019;01/02/19
12,25;2019;;26/02/2019;01/02/19
13,08;2019;;26/03/2019;01/03/19
5,25;2019;13/03/2020;27/02/2019;01/02/19
5,4;2019;;28/02/2019;01/02/19
25,8;2019;18/05/2020;07/03/2019;01/03/19
42,29;2019;;26/02/2019;01/02/19
35,18;2019;;25/03/2019;01/03/19
60,75;2019;;29/11/2019;01/11/19
13;2019;29/05/2020;01/03/2019;01/03/19
10;2019;29/03/2019;25/02/2019;01/02/19
43;2019;;26/02/2019;01/02/19
41,81;2019;12/06/2019;07/03/2019;01/03/19
5,25;2019;08/01/2020;15/03/2019;01/03/19
36;2019;15/05/2020;28/02/2019;01/02/19
41,4;2019;;12/03/2019;01/03/19
38,36;2019;16/07/2019;27/02/2019;01/02/19
57,38;2019;11/04/2019;28/02/2019;01/02/19
18,55;2019;10/02/2020;01/03/2019;01/03/19
29,25;2019;11/08/2020;28/02/2019;01/02/19
17,21;2019;;27/02/2019;01/02/19
200;2019;;07/03/2019;01/03/19
22,8;2019;05/04/2019;27/02/2019;01/02/19
18;2019;;13/03/2019;01/03/19
66,81;2019;;01/03/2019;01/03/19
27,5;2019;19/10/2020;01/03/2019;01/03/19
50,6;2019;10/12/2019;07/03/2019;01/03/19
11,2;2019;;27/02/2019;01/02/19
4;2019;04/07/2019;28/02/2019;01/02/19
11,25;2019;06/06/2019;06/03/2019;01/03/19
33,75;2019;;01/03/2019;01/03/19
13,08;2019;;26/03/2019;01/03/19
88,9;2019;08/04/2020;07/03/2019;01/03/19
192;2019;20/08/2020;07/03/2019;01/03/19
40,5;2019;;07/03/2019;01/03/19
81,36;2019;;10/05/2019;01/05/19
21,56;2019;24/07/2019;08/03/2019;01/03/19
7,5;2019;09/07/2020;19/03/2019;01/03/19
23,56;2019;;14/03/2019;01/03/19
39,6;2019;27/08/2019;12/03/2019;01/03/19
4,05;2019;15/07/2019;06/03/2019;01/03/19
61,7;2019;19/07/2019;07/03/2019;01/03/19
16,5;2019;07/08/2019;11/06/2019;01/06/19
277,2;2019;17/04/2020;07/03/2019;01/03/19
12,9;2019;07/05/2020;08/03/2019;01/03/19
4;2019;02/12/2019;11/03/2019;01/03/19
11,25;2019;08/01/2020;15/03/2019;01/03/19
85;2019;;08/03/2019;01/03/19
33,75;2019;;08/03/2019;01/03/19
15;2019;;08/03/2019;01/03/19
19,2;2019;09/05/2019;12/03/2019;01/03/19
53,14;2019;;18/03/2019;01/03/19
12;2019;;11/03/2019;01/03/19
4;2019;07/05/2019;04/04/2019;01/04/19
9;2019;;04/04/2019;01/04/19
4;2019;08/08/2019;21/03/2019;01/03/19
16;2019;;15/03/2019;01/03/19
23;2019;08/09/2020;29/03/2019;01/03/19
6;2019;;26/03/2019;01/03/19
0,3;2019;;19/03/2019;01/03/19
42;2019;28/11/2019;26/03/2019;01/03/19
39,75;2019;20/04/2020;05/09/2019;01/09/19
8;2019;05/06/2019;22/03/2019;01/03/19
45,14;2019;12/08/2019;22/03/2019;01/03/19
39,42;2019;11/03/2021;26/03/2019;01/03/19
13,08;2019;;26/03/2019;01/03/19
20;2019;;08/04/2019;01/04/19
12;2019;;28/03/2019;01/03/19
0,4;2019;29/08/2019;22/03/2019;01/03/19
56,25;2019;30/01/2020;07/05/2019;01/05/19
8,25;2019;09/07/2019;25/03/2019;01/03/19
84,75;2019;15/05/2020;04/04/2019;01/04/19
22;2019;;21/03/2019;01/03/19
460,83;2019;08/02/2021;02/04/2019;01/04/19
4,6;2019;22/02/2021;01/04/2019;01/04/19
49,5;2019;20/12/2019;26/03/2019;01/03/19
12;2019;25/04/2019;28/03/2019;01/03/19
6;2019;14/10/2019;28/03/2019;01/03/19
24;2019;;05/04/2019;01/04/19
33,75;2019;26/12/2019;27/03/2019;01/03/19
90,5;2019;29/05/2019;27/03/2019;01/03/19
28,35;2019;;29/03/2019;01/03/19
41,75;2019;06/12/2019;26/03/2019;01/03/19
105,05;2019;;26/03/2019;01/03/19
99,9;2019;;26/03/2019;01/03/19
45,71;2019;11/03/2021;26/03/2019;01/03/19
787,39;2019;12/03/2020;28/03/2019;01/03/19
128,75;2019;29/05/2019;27/03/2019;01/03/19
37,16;2019;29/12/2020;27/03/2019;01/03/19
285,3;2019;09/04/2019;27/03/2019;01/03/19
21,25;2019;;02/04/2019;01/04/19
36,64;2019;13/07/2019;04/04/2019;01/04/19
23,76;2019;02/03/2020;27/03/2019;01/03/19
129,61;2019;;28/03/2019;01/03/19
10,5;2019;15/07/2019;29/03/2019;01/03/19
14;2019;12/05/2020;28/03/2019;01/03/19
201,12;2019;10/03/2020;29/03/2019;01/03/19
99,75;2019;23/05/2019;30/04/2019;01/04/19
97,98;2019;10/03/2020;29/03/2019;01/03/19
3,06;2019;;23/04/2019;01/04/19
84,6;2019;26/10/2020;08/05/2019;01/05/19
13,5;2019;11/06/2019;02/04/2019;01/04/19
12,85;2019;29/10/2019;01/04/2019;01/04/19
16,2;2019;;01/04/2019;01/04/19
19;2019;27/08/2020;08/04/2019;01/04/19
4,5;2019;10/04/2019;01/04/2019;01/04/19
7,75;2019;27/02/2020;01/04/2019;01/04/19
12;2019;16/01/2020;04/04/2019;01/04/19
4,5;2019;15/04/2019;09/04/2019;01/04/19
10;2019;23/09/2020;11/04/2019;01/04/19
77,6;2019;04/12/2020;08/04/2019;01/04/19
41,03;2019;;08/04/2019;01/04/19
15;2019;07/05/2019;04/04/2019;01/04/19
12,25;2019;08/08/2019;05/04/2019;01/04/19
24;2019;07/05/2019;04/04/2019;01/04/19
7,65;2019;16/07/2019;04/04/2019;01/04/19
455,21;2019;28/01/2021;05/04/2019;01/04/19
44,6;2019;24/11/2020;11/04/2019;01/04/19
71,64;2019;18/05/2020;05/04/2019;01/04/19
416,5;2019;;14/05/2019;01/05/19
24,9;2019;23/01/2020;15/04/2019;01/04/19
13,25;2019;30/05/2019;07/05/2019;01/05/19
43,1;2019;;09/04/2019;01/04/19
0,6;2019;03/06/2019;12/04/2019;01/04/19
3,6;2020;09/08/2020;26/02/2020;01/02/20
15,5;2019;06/07/2020;11/04/2019;01/04/19
27,86;2019;02/04/2020;12/04/2019;01/04/19
9,9;2019;;09/04/2019;01/04/19
28,35;2019;;12/04/2019;01/04/19
4;2019;14/06/2019;07/05/2019;01/05/19
298,3;2019;;11/04/2019;01/04/19
45,15;2019;;14/05/2019;01/05/19
22;2019;19/09/2019;29/04/2019;01/04/19
53,33;2019;;23/04/2019;01/04/19
39,7;2019;29/05/2019;11/04/2019;01/04/19
29,44;2019;09/09/2019;18/04/2019;01/04/19
184,8;2019;04/06/2019;12/04/2019;01/04/19
10;2019;20/01/2021;25/04/2019;01/04/19
139,84;2019;;12/04/2019;01/04/19
313,2;2019;;20/09/2019;01/09/19
20,75;2019;08/01/2021;12/04/2019;01/04/19
60;2019;;10/05/2019;01/05/19
115,09;2019;;14/05/2019;01/05/19
341,85;2019;;16/04/2019;01/04/19
13,61;2019;25/08/2020;14/05/2019;01/05/19
4;2019;;15/04/2019;01/04/19
100,44;2019;;15/05/2019;01/05/19
18,8;2019;;23/04/2019;01/04/19
40,78;2019;10/02/2021;22/04/2019;01/04/19
31,3;2019;10/12/2020;17/04/2019;01/04/19
18;2019;07/10/2019;22/04/2019;01/04/19
29,46;2019;10/02/2021;24/04/2019;01/04/19
87,78;2019;;24/04/2019;01/04/19
9;2019;23/12/2019;17/04/2019;01/04/19
102,56;2019;;23/04/2019;01/04/19
19,05;2019;23/12/2019;17/04/2019;01/04/19
3;2019;;18/04/2019;01/04/19
42,74;2019;08/03/2021;18/04/2019;01/04/19
10;2019;19/06/2019;22/04/2019;01/04/19
5;2019;;22/04/2019;01/04/19
12;2019;;22/04/2019;01/04/19
91,2;2019;;24/04/2019;01/04/19
16,6;2019;;15/07/2019;01/07/19
12,75;2019;21/12/2020;13/06/2019;01/06/19
9,18;2019;;25/04/2019;01/04/19
18;2020;;05/08/2020;01/08/20
18,9;2019;;29/04/2019;01/04/19
7;2019;;22/04/2019;01/04/19
7;2019;;27/05/2019;01/05/19
35,78;2019;;08/05/2019;01/05/19
9,25;2019;10/12/2020;26/04/2019;01/04/19
30;2019;;25/04/2019;01/04/19
9;2019;03/03/2020;30/04/2019;01/04/19
40,87;2019;;10/05/2019;01/05/19
13,75;2019;11/11/2020;26/04/2019;01/04/19
44,55;2019;;03/05/2019;01/05/19
4;2019;30/04/2020;29/04/2019;01/04/19
3;2019;18/09/2020;02/05/2019;01/05/19
30,71;2019;;08/05/2019;01/05/19
45,32;2019;;10/05/2019;01/05/19
9;2019;;30/04/2019;01/04/19
5,25;2019;08/12/2020;14/05/2019;01/05/19
3;2019;27/02/2020;03/05/2019;01/05/19
18,25;2019;;14/10/2019;01/10/19
14;2019;19/05/2019;02/05/2019;01/05/19
50,2;2019;15/05/2020;30/04/2019;01/04/19
50,28;2019;18/11/2019;10/05/2019;01/05/19
1,2;2019;;09/05/2019;01/05/19
100;2019;;10/05/2019;01/05/19
104,45;2019;11/11/2020;14/05/2019;01/05/19
24;2019;27/02/2020;07/05/2019;01/05/19
152,25;2019;03/12/2020;07/05/2019;01/05/19
47;2019;;14/05/2019;01/05/19
14;2019;;10/05/2019;01/05/19
87,06;2019;;08/05/2019;01/05/19
48,85;2019;;10/05/2019;01/05/19
10,5;2019;23/12/2019;09/05/2019;01/05/19
22;2019;29/05/2019;09/05/2019;01/05/19
56,75;2019;;09/05/2019;01/05/19
12,8;2019;12/11/2019;18/10/2019;01/10/19
22,35;2019;;10/05/2019;01/05/19
10;2019;;13/05/2019;01/05/19
12,75;2019;08/12/2020;14/05/2019;01/05/19
279,56;2019;;15/05/2019;01/05/19
8,52;2019;02/10/2019;17/05/2019;01/05/19
2,25;2020;25/05/2020;02/01/2020;01/01/20
0,3;2020;;14/01/2020;01/01/20
47;2019;;28/06/2019;01/06/19
84,75;2019;07/04/2020;09/07/2019;01/07/19
10;2019;03/01/2020;16/05/2019;01/05/19
81,69;2019;28/12/2020;16/05/2019;01/05/19
9,14;2019;08/10/2019;17/05/2019;01/05/19
54;2019;;17/05/2019;01/05/19
13;2019;02/10/2019;17/05/2019;01/05/19
78;2019;;17/05/2019;01/05/19
7,09;2019;;05/06/2019;01/06/19
7,3;2019;;07/08/2019;01/08/19
146,7;2019;09/10/2020;29/05/2019;01/05/19
326;2019;09/11/2020;23/05/2019;01/05/19
24;2019;04/06/2019;21/05/2019;01/05/19
252,05;2019;10/12/2019;14/06/2019;01/06/19
10;2019;;23/10/2019;01/10/19
29,7;2019;23/07/2019;22/05/2019;01/05/19
8;2019;16/04/2020;08/07/2019;01/07/19
136,35;2019;;23/05/2019;01/05/19
46,3;2019;17/10/2019;21/05/2019;01/05/19
200,48;2019;10/06/2020;21/05/2019;01/05/19
2,25;2019;22/07/2019;24/05/2019;01/05/19
149,02;2019;12/05/2020;21/05/2019;01/05/19
8,75;2019;22/06/2020;27/05/2019;01/05/19
74,44;2019;;29/05/2019;01/05/19
35,5;2019;15/04/2020;21/05/2019;01/05/19
27;2019;;21/05/2019;01/05/19
1,2;2019;19/02/2020;21/05/2019;01/05/19
11,85;2019;10/10/2019;27/05/2019;01/05/19
94,49;2019;;05/06/2019;01/06/19
79,72;2019;;28/05/2019;01/05/19
231,24;2019;;27/05/2019;01/05/19
425,64;2019;25/10/2019;23/05/2019;01/05/19
427,5;2019;03/06/2020;23/05/2019;01/05/19
219,56;2019;;31/05/2019;01/05/19
20,37;2019;;02/08/2019;01/08/19
31,16;2019;;03/06/2019;01/06/19
5,25;2019;07/08/2020;30/05/2019;01/05/19
151,67;2019;;27/05/2019;01/05/19
90,11;2019;27/10/2020;11/06/2019;01/06/19
54;2019;;03/06/2019;01/06/19
44,5;2019;04/03/2021;28/05/2019;01/05/19
20;2019;;31/05/2019;01/05/19
16;2019;;05/06/2019;01/06/19
11,25;2019;09/09/2019;30/05/2019;01/05/19
26,36;2019;;29/05/2019;01/05/19
4,5;2019;29/07/2019;03/06/2019;01/06/19
3,45;2020;15/05/2020;14/01/2020;01/01/20
191;2019;05/03/2020;03/06/2019;01/06/19
67,5;2019;;29/05/2019;01/05/19
148,44;2019;;03/06/2019;01/06/19
75,47;2019;06/08/2019;04/06/2019;01/06/19
7,5;2019;31/07/2019;29/05/2019;01/05/19
142,64;2019;;11/06/2019;01/06/19
8,1;2019;;18/06/2019;01/06/19
21,75;2019;17/12/2020;30/05/2019;01/05/19
25,33;2019;;31/05/2019;01/05/19
6,1;2019;;31/05/2019;01/05/19
28,12;2019;23/07/2020;01/07/2019;01/07/19
6,75;2019;29/01/2020;05/06/2019;01/06/19
4;2019;;11/06/2019;01/06/19
143,48;2019;06/03/2020;10/06/2019;01/06/19
22;2019;;05/06/2019;01/06/19
36;2019;27/02/2020;04/06/2019;01/06/19
10;2019;;10/06/2019;01/06/19
349,7;2019;;11/06/2019;01/06/19
26;2019;;06/06/2019;01/06/19
85,42;2019;;28/06/2019;01/06/19
122,94;2019;31/10/2019;11/06/2019;01/06/19
31,15;2019;21/02/2020;11/06/2019;01/06/19
11,99;2019;29/04/2020;27/06/2019;01/06/19
24,26;2019;19/02/2020;18/06/2019;01/06/19
91,31;2019;18/01/2021;24/06/2019;01/06/19
76;2019;;11/06/2019;01/06/19
36,48;2019;22/12/2020;18/06/2019;01/06/19
25;2019;02/04/2020;18/06/2019;01/06/19
400;2019;;16/12/2019;01/12/19
